100100411	1	115000073
100100411	2	115000600
100100411	3	115000603
100100411	4	115000634
100100411	5	115000896
100100411	6	115000893
100100411	7	115000593
100100411	8	115000591
100100411	9	115000589
100100411	10	115000006
100100411	11	115000004
100100411	12	115000002
100100411	13	121000020
100100411	14	121000018
100100411	15	121000525
100100411	16	121000013
100100411	17	121000011
100100411	18	122000606
100100411	19	122000604
100100411	20	122000602
100100411	21	122000600
100100411	22	122000598
100100411	23	122000582
100100411	24	123000488
100100411	25	123000490
100100411	26	123000504
100100411	27	123000396
100100411	28	123000491
100100411	29	123000492
100100411	30	123000503
100100411	31	123000440
100100411	32	123000489
100100411	33	123000487
100100411	34	122000597
100100411	35	122000599
100100411	36	122000601
100100411	37	122000603
100100411	38	122000605
100100411	39	122000607
100100411	40	121000012
100100411	41	121000014
100100411	42	121000526
100100411	43	121000017
100100411	44	121000019
100100411	45	121000021
100100411	46	121000023
100100411	47	119000279
100100411	48	115000001
100100411	49	115000003
100100411	50	115000005
100100411	51	115000588
100100411	52	115000590
100100411	53	115000592
100100411	54	115000594
100100411	55	115000895
100100411	56	115000633
100100411	57	115000547
100100411	58	115000520
100100412	1	129000083
100100412	2	274109998
100100412	3	274110129
100100412	4	161000376
100100412	5	161000559
100100412	6	161000328
100100412	7	161000333
100100412	8	161000381
100100412	9	168000693
100100412	10	168001112
100100412	11	167000605
100100412	12	167000603
100100412	13	115000907
100100412	14	115000905
100100412	15	115000903
100100412	16	118000590
100100412	17	118000588
100100412	18	118000586
100100412	19	118000584
100100412	20	119000311
100100412	21	102000001
100100412	22	102000003
100100412	23	102000007
100100412	24	102000009
100100412	25	102000011
100100412	26	101000263
100100412	27	101000047
100100412	28	101000050
100100412	29	101000053
100100412	30	101000054
100100412	31	101000299
100100412	32	101000257
100100412	33	101000256
100100412	34	101000289
100100412	35	101000255
100100412	36	101000102
100100412	37	101000244
100100412	38	101000052
100100412	39	101000234
100100412	40	101000173
100100412	41	101000003
100100412	42	102000012
100100412	43	102000010
100100412	44	102000008
100100412	45	102000004
100100412	46	102000002
100100412	47	119000310
100100412	48	118000583
100100412	49	118000585
100100412	50	118000587
100100412	51	118000589
100100412	52	115000902
100100412	53	115000904
100100412	54	115000906
